TIME_PERIOD,exchange_rate,Unit,country
2010-01,106.04,"Index, 2020 = 100",Germany
2010-02,104.88,"Index, 2020 = 100",Germany
2010-03,104.67,"Index, 2020 = 100",Germany
2010-04,103.67,"Index, 2020 = 100",Germany
2010-05,101.91,"Index, 2020 = 100",Germany
2010-06,100.91,"Index, 2020 = 100",Germany
2010-07,101.98,"Index, 2020 = 100",Germany
2010-08,101.74,"Index, 2020 = 100",Germany
2010-09,101.58,"Index, 2020 = 100",Germany
2010-10,103.09,"Index, 2020 = 100",Germany
2010-11,102.52,"Index, 2020 = 100",Germany
2010-12,101.7,"Index, 2020 = 100",Germany
2011-01,101.25,"Index, 2020 = 100",Germany
2011-02,102.04,"Index, 2020 = 100",Germany
2011-03,102.67,"Index, 2020 = 100",Germany
2011-04,103.08,"Index, 2020 = 100",Germany
2011-05,102.35,"Index, 2020 = 100",Germany
2011-06,102.49,"Index, 2020 = 100",Germany
2011-07,102.14,"Index, 2020 = 100",Germany
2011-08,101.84,"Index, 2020 = 100",Germany
2011-09,101.3,"Index, 2020 = 100",Germany
2011-10,101.41,"Index, 2020 = 100",Germany
2011-11,101.17,"Index, 2020 = 100",Germany
2011-12,100.43,"Index, 2020 = 100",Germany
2012-01,99.41,"Index, 2020 = 100",Germany
2012-02,100.18,"Index, 2020 = 100",Germany
2012-03,100.33,"Index, 2020 = 100",Germany
2012-04,99.65,"Index, 2020 = 100",Germany
2012-05,98.81,"Index, 2020 = 100",Germany
2012-06,98.37,"Index, 2020 = 100",Germany
2012-07,97.84,"Index, 2020 = 100",Germany
2012-08,97.92,"Index, 2020 = 100",Germany
2012-09,98.72,"Index, 2020 = 100",Germany
2012-10,98.87,"Index, 2020 = 100",Germany
2012-11,98.84,"Index, 2020 = 100",Germany
2012-12,99.86,"Index, 2020 = 100",Germany
2013-01,100.51,"Index, 2020 = 100",Germany
2013-02,101.37,"Index, 2020 = 100",Germany
2013-03,100.68,"Index, 2020 = 100",Germany
2013-04,100.42,"Index, 2020 = 100",Germany
2013-05,101.0,"Index, 2020 = 100",Germany
2013-06,101.5,"Index, 2020 = 100",Germany
2013-07,101.97,"Index, 2020 = 100",Germany
2013-08,102.15,"Index, 2020 = 100",Germany
2013-09,101.88,"Index, 2020 = 100",Germany
2013-10,102.21,"Index, 2020 = 100",Germany
2013-11,102.36,"Index, 2020 = 100",Germany
2013-12,103.26,"Index, 2020 = 100",Germany
2014-01,102.71,"Index, 2020 = 100",Germany
2014-02,102.95,"Index, 2020 = 100",Germany
2014-03,103.12,"Index, 2020 = 100",Germany
2014-04,102.54,"Index, 2020 = 100",Germany
2014-05,102.02,"Index, 2020 = 100",Germany
2014-06,101.78,"Index, 2020 = 100",Germany
2014-07,102.0,"Index, 2020 = 100",Germany
2014-08,101.6,"Index, 2020 = 100",Germany
2014-09,100.89,"Index, 2020 = 100",Germany
2014-10,100.38,"Index, 2020 = 100",Germany
2014-11,100.73,"Index, 2020 = 100",Germany
2014-12,100.85,"Index, 2020 = 100",Germany
2015-01,98.32,"Index, 2020 = 100",Germany
2015-02,97.72,"Index, 2020 = 100",Germany
2015-03,96.45,"Index, 2020 = 100",Germany
2015-04,96.26,"Index, 2020 = 100",Germany
2015-05,97.04,"Index, 2020 = 100",Germany
2015-06,97.39,"Index, 2020 = 100",Germany
2015-07,97.35,"Index, 2020 = 100",Germany
2015-08,98.08,"Index, 2020 = 100",Germany
2015-09,98.49,"Index, 2020 = 100",Germany
2015-10,98.24,"Index, 2020 = 100",Germany
2015-11,96.43,"Index, 2020 = 100",Germany
2015-12,97.12,"Index, 2020 = 100",Germany
2016-01,97.35,"Index, 2020 = 100",Germany
2016-02,98.2,"Index, 2020 = 100",Germany
2016-03,97.97,"Index, 2020 = 100",Germany
2016-04,98.22,"Index, 2020 = 100",Germany
2016-05,98.51,"Index, 2020 = 100",Germany
2016-06,98.19,"Index, 2020 = 100",Germany
2016-07,98.6,"Index, 2020 = 100",Germany
2016-08,98.64,"Index, 2020 = 100",Germany
2016-09,98.79,"Index, 2020 = 100",Germany
2016-10,98.74,"Index, 2020 = 100",Germany
2016-11,97.78,"Index, 2020 = 100",Germany
2016-12,97.72,"Index, 2020 = 100",Germany
2017-01,97.43,"Index, 2020 = 100",Germany
2017-02,97.23,"Index, 2020 = 100",Germany
2017-03,97.36,"Index, 2020 = 100",Germany
2017-04,97.23,"Index, 2020 = 100",Germany
2017-05,98.33,"Index, 2020 = 100",Germany
2017-06,99.14,"Index, 2020 = 100",Germany
2017-07,100.34,"Index, 2020 = 100",Germany
2017-08,101.12,"Index, 2020 = 100",Germany
2017-09,101.11,"Index, 2020 = 100",Germany
2017-10,100.81,"Index, 2020 = 100",Germany
2017-11,100.33,"Index, 2020 = 100",Germany
2017-12,100.82,"Index, 2020 = 100",Germany
2018-01,100.92,"Index, 2020 = 100",Germany
2018-02,101.11,"Index, 2020 = 100",Germany
2018-03,101.35,"Index, 2020 = 100",Germany
2018-04,101.32,"Index, 2020 = 100",Germany
2018-05,100.95,"Index, 2020 = 100",Germany
2018-06,100.7,"Index, 2020 = 100",Germany
2018-07,101.18,"Index, 2020 = 100",Germany
2018-08,100.72,"Index, 2020 = 100",Germany
2018-09,101.12,"Index, 2020 = 100",Germany
2018-10,100.63,"Index, 2020 = 100",Germany
2018-11,99.94,"Index, 2020 = 100",Germany
2018-12,100.17,"Index, 2020 = 100",Germany
2019-01,99.37,"Index, 2020 = 100",Germany
2019-02,99.3,"Index, 2020 = 100",Germany
2019-03,99.09,"Index, 2020 = 100",Germany
2019-04,99.5,"Index, 2020 = 100",Germany
2019-05,99.7,"Index, 2020 = 100",Germany
2019-06,100.2,"Index, 2020 = 100",Germany
2019-07,100.37,"Index, 2020 = 100",Germany
2019-08,100.09,"Index, 2020 = 100",Germany
2019-09,99.66,"Index, 2020 = 100",Germany
2019-10,99.52,"Index, 2020 = 100",Germany
2019-11,98.65,"Index, 2020 = 100",Germany
2019-12,98.97,"Index, 2020 = 100",Germany
2020-01,98.81,"Index, 2020 = 100",Germany
2020-02,98.54,"Index, 2020 = 100",Germany
2020-03,100.08,"Index, 2020 = 100",Germany
2020-04,99.82,"Index, 2020 = 100",Germany
2020-05,99.88,"Index, 2020 = 100",Germany
2020-06,100.47,"Index, 2020 = 100",Germany
2020-07,99.89,"Index, 2020 = 100",Germany
2020-08,100.61,"Index, 2020 = 100",Germany
2020-09,100.61,"Index, 2020 = 100",Germany
2020-10,100.45,"Index, 2020 = 100",Germany
2020-11,100.15,"Index, 2020 = 100",Germany
2020-12,100.71,"Index, 2020 = 100",Germany
2021-01,101.57,"Index, 2020 = 100",Germany
2021-02,101.71,"Index, 2020 = 100",Germany
2021-03,101.53,"Index, 2020 = 100",Germany
2021-04,101.51,"Index, 2020 = 100",Germany
2021-05,101.71,"Index, 2020 = 100",Germany
2021-06,101.46,"Index, 2020 = 100",Germany
2021-07,101.29,"Index, 2020 = 100",Germany
2021-08,100.86,"Index, 2020 = 100",Germany
2021-09,101.04,"Index, 2020 = 100",Germany
2021-10,100.31,"Index, 2020 = 100",Germany
2021-11,99.51,"Index, 2020 = 100",Germany
2021-12,99.12,"Index, 2020 = 100",Germany
2022-01,99.0,"Index, 2020 = 100",Germany
2022-02,99.17,"Index, 2020 = 100",Germany
2022-03,98.92,"Index, 2020 = 100",Germany
2022-04,98.74,"Index, 2020 = 100",Germany
2022-05,98.94,"Index, 2020 = 100",Germany
2022-06,98.27,"Index, 2020 = 100",Germany
2022-07,97.2,"Index, 2020 = 100",Germany
2022-08,96.67,"Index, 2020 = 100",Germany
2022-09,98.16,"Index, 2020 = 100",Germany
2022-10,97.97,"Index, 2020 = 100",Germany
2022-11,98.8,"Index, 2020 = 100",Germany
2022-12,98.91,"Index, 2020 = 100",Germany
2023-01,100.06,"Index, 2020 = 100",Germany
2023-02,100.23,"Index, 2020 = 100",Germany
2023-03,100.73,"Index, 2020 = 100",Germany
2023-04,101.28,"Index, 2020 = 100",Germany
2023-05,100.78,"Index, 2020 = 100",Germany
2023-06,100.76,"Index, 2020 = 100",Germany
2023-07,101.17,"Index, 2020 = 100",Germany
2023-08,101.0,"Index, 2020 = 100",Germany
2023-09,100.83,"Index, 2020 = 100",Germany
2023-10,100.53,"Index, 2020 = 100",Germany
2023-11,100.84,"Index, 2020 = 100",Germany
2023-12,100.48,"Index, 2020 = 100",Germany
2024-01,100.53,"Index, 2020 = 100",Germany
2024-02,100.32,"Index, 2020 = 100",Germany
2024-03,100.7,"Index, 2020 = 100",Germany
2024-04,100.93,"Index, 2020 = 100",Germany
2024-05,101.1,"Index, 2020 = 100",Germany
2024-06,100.9,"Index, 2020 = 100",Germany
2024-07,101.26,"Index, 2020 = 100",Germany
2024-08,100.98,"Index, 2020 = 100",Germany
1964-01,158.43,"Index, 2020 = 100",United Kingdom
1964-02,157.95,"Index, 2020 = 100",United Kingdom
1964-03,157.8,"Index, 2020 = 100",United Kingdom
1964-04,158.89,"Index, 2020 = 100",United Kingdom
1964-05,161.74,"Index, 2020 = 100",United Kingdom
1964-06,161.14,"Index, 2020 = 100",United Kingdom
1964-07,160.29,"Index, 2020 = 100",United Kingdom
1964-08,161.41,"Index, 2020 = 100",United Kingdom
1964-09,160.34,"Index, 2020 = 100",United Kingdom
1964-10,159.51,"Index, 2020 = 100",United Kingdom
1964-11,159.02,"Index, 2020 = 100",United Kingdom
1964-12,160.4,"Index, 2020 = 100",United Kingdom
1965-01,159.7,"Index, 2020 = 100",United Kingdom
1965-02,159.59,"Index, 2020 = 100",United Kingdom
1965-03,158.92,"Index, 2020 = 100",United Kingdom
1965-04,161.7,"Index, 2020 = 100",United Kingdom
1965-05,161.41,"Index, 2020 = 100",United Kingdom
1965-06,160.43,"Index, 2020 = 100",United Kingdom
1965-07,160.28,"Index, 2020 = 100",United Kingdom
1965-08,161.73,"Index, 2020 = 100",United Kingdom
1965-09,161.48,"Index, 2020 = 100",United Kingdom
1965-10,161.27,"Index, 2020 = 100",United Kingdom
1965-11,160.78,"Index, 2020 = 100",United Kingdom
1965-12,161.67,"Index, 2020 = 100",United Kingdom
1966-01,161.13,"Index, 2020 = 100",United Kingdom
1966-02,160.61,"Index, 2020 = 100",United Kingdom
1966-03,159.87,"Index, 2020 = 100",United Kingdom
1966-04,160.41,"Index, 2020 = 100",United Kingdom
1966-05,161.51,"Index, 2020 = 100",United Kingdom
1966-06,161.04,"Index, 2020 = 100",United Kingdom
1966-07,160.57,"Index, 2020 = 100",United Kingdom
1966-08,162.03,"Index, 2020 = 100",United Kingdom
1966-09,161.79,"Index, 2020 = 100",United Kingdom
1966-10,161.36,"Index, 2020 = 100",United Kingdom
1966-11,162.25,"Index, 2020 = 100",United Kingdom
1966-12,161.77,"Index, 2020 = 100",United Kingdom
1967-01,161.09,"Index, 2020 = 100",United Kingdom
1967-02,159.25,"Index, 2020 = 100",United Kingdom
1967-03,160.49,"Index, 2020 = 100",United Kingdom
1967-04,160.11,"Index, 2020 = 100",United Kingdom
1967-05,159.62,"Index, 2020 = 100",United Kingdom
1967-06,160.61,"Index, 2020 = 100",United Kingdom
1967-07,158.51,"Index, 2020 = 100",United Kingdom
1967-08,157.91,"Index, 2020 = 100",United Kingdom
1967-09,157.14,"Index, 2020 = 100",United Kingdom
1967-10,158.97,"Index, 2020 = 100",United Kingdom
1967-11,150.25,"Index, 2020 = 100",United Kingdom
1967-12,139.22,"Index, 2020 = 100",United Kingdom
1968-01,138.66,"Index, 2020 = 100",United Kingdom
1968-02,138.35,"Index, 2020 = 100",United Kingdom
1968-03,138.71,"Index, 2020 = 100",United Kingdom
1968-04,139.78,"Index, 2020 = 100",United Kingdom
1968-05,140.11,"Index, 2020 = 100",United Kingdom
1968-06,139.88,"Index, 2020 = 100",United Kingdom
1968-07,140.01,"Index, 2020 = 100",United Kingdom
1968-08,139.81,"Index, 2020 = 100",United Kingdom
1968-09,138.86,"Index, 2020 = 100",United Kingdom
1968-10,139.8,"Index, 2020 = 100",United Kingdom
1968-11,139.14,"Index, 2020 = 100",United Kingdom
1968-12,139.97,"Index, 2020 = 100",United Kingdom
1969-01,140.69,"Index, 2020 = 100",United Kingdom
1969-02,140.62,"Index, 2020 = 100",United Kingdom
1969-03,141.3,"Index, 2020 = 100",United Kingdom
1969-04,141.99,"Index, 2020 = 100",United Kingdom
1969-05,141.17,"Index, 2020 = 100",United Kingdom
1969-06,142.55,"Index, 2020 = 100",United Kingdom
1969-07,140.71,"Index, 2020 = 100",United Kingdom
1969-08,140.99,"Index, 2020 = 100",United Kingdom
1969-09,142.03,"Index, 2020 = 100",United Kingdom
1969-10,140.92,"Index, 2020 = 100",United Kingdom
1969-11,140.56,"Index, 2020 = 100",United Kingdom
1969-12,141.07,"Index, 2020 = 100",United Kingdom
1970-01,141.26,"Index, 2020 = 100",United Kingdom
1970-02,140.96,"Index, 2020 = 100",United Kingdom
1970-03,141.31,"Index, 2020 = 100",United Kingdom
1970-04,142.66,"Index, 2020 = 100",United Kingdom
1970-05,142.19,"Index, 2020 = 100",United Kingdom
1970-06,142.57,"Index, 2020 = 100",United Kingdom
1970-07,141.43,"Index, 2020 = 100",United Kingdom
1970-08,141.92,"Index, 2020 = 100",United Kingdom
1970-09,140.93,"Index, 2020 = 100",United Kingdom
1970-10,142.54,"Index, 2020 = 100",United Kingdom
1970-11,142.11,"Index, 2020 = 100",United Kingdom
1970-12,142.74,"Index, 2020 = 100",United Kingdom
1971-01,144.56,"Index, 2020 = 100",United Kingdom
1971-02,144.53,"Index, 2020 = 100",United Kingdom
1971-03,146.2,"Index, 2020 = 100",United Kingdom
1971-04,147.58,"Index, 2020 = 100",United Kingdom
1971-05,147.36,"Index, 2020 = 100",United Kingdom
1971-06,147.8,"Index, 2020 = 100",United Kingdom
1971-07,148.23,"Index, 2020 = 100",United Kingdom
1971-08,148.65,"Index, 2020 = 100",United Kingdom
1971-09,147.98,"Index, 2020 = 100",United Kingdom
1971-10,147.45,"Index, 2020 = 100",United Kingdom
1971-11,148.13,"Index, 2020 = 100",United Kingdom
1971-12,148.1,"Index, 2020 = 100",United Kingdom
1972-01,147.55,"Index, 2020 = 100",United Kingdom
1972-02,148.17,"Index, 2020 = 100",United Kingdom
1972-03,148.71,"Index, 2020 = 100",United Kingdom
1972-04,149.01,"Index, 2020 = 100",United Kingdom
1972-05,149.33,"Index, 2020 = 100",United Kingdom
1972-06,147.2,"Index, 2020 = 100",United Kingdom
1972-07,140.04,"Index, 2020 = 100",United Kingdom
1972-08,141.74,"Index, 2020 = 100",United Kingdom
1972-09,140.38,"Index, 2020 = 100",United Kingdom
1972-10,139.4,"Index, 2020 = 100",United Kingdom
1972-11,137.68,"Index, 2020 = 100",United Kingdom
1972-12,137.52,"Index, 2020 = 100",United Kingdom
1973-01,137.11,"Index, 2020 = 100",United Kingdom
1973-02,135.1,"Index, 2020 = 100",United Kingdom
1973-03,132.64,"Index, 2020 = 100",United Kingdom
1973-04,135.65,"Index, 2020 = 100",United Kingdom
1973-05,137.08,"Index, 2020 = 100",United Kingdom
1973-06,134.2,"Index, 2020 = 100",United Kingdom
1973-07,127.58,"Index, 2020 = 100",United Kingdom
1973-08,127.05,"Index, 2020 = 100",United Kingdom
1973-09,124.0,"Index, 2020 = 100",United Kingdom
1973-10,125.57,"Index, 2020 = 100",United Kingdom
1973-11,127.67,"Index, 2020 = 100",United Kingdom
1973-12,127.08,"Index, 2020 = 100",United Kingdom
1974-01,127.27,"Index, 2020 = 100",United Kingdom
1974-02,127.85,"Index, 2020 = 100",United Kingdom
1974-03,127.73,"Index, 2020 = 100",United Kingdom
1974-04,131.36,"Index, 2020 = 100",United Kingdom
1974-05,131.41,"Index, 2020 = 100",United Kingdom
1974-06,132.33,"Index, 2020 = 100",United Kingdom
1974-07,131.41,"Index, 2020 = 100",United Kingdom
1974-08,130.33,"Index, 2020 = 100",United Kingdom
1974-09,129.42,"Index, 2020 = 100",United Kingdom
1974-10,130.2,"Index, 2020 = 100",United Kingdom
1974-11,128.88,"Index, 2020 = 100",United Kingdom
1974-12,128.5,"Index, 2020 = 100",United Kingdom
1975-01,128.83,"Index, 2020 = 100",United Kingdom
1975-02,129.62,"Index, 2020 = 100",United Kingdom
1975-03,131.6,"Index, 2020 = 100",United Kingdom
1975-04,133.74,"Index, 2020 = 100",United Kingdom
1975-05,134.29,"Index, 2020 = 100",United Kingdom
1975-06,133.51,"Index, 2020 = 100",United Kingdom
1975-07,132.82,"Index, 2020 = 100",United Kingdom
1975-08,132.9,"Index, 2020 = 100",United Kingdom
1975-09,132.6,"Index, 2020 = 100",United Kingdom
1975-10,131.1,"Index, 2020 = 100",United Kingdom
1975-11,131.69,"Index, 2020 = 100",United Kingdom
1975-12,131.91,"Index, 2020 = 100",United Kingdom
1976-01,132.07,"Index, 2020 = 100",United Kingdom
1976-02,132.77,"Index, 2020 = 100",United Kingdom
1976-03,128.79,"Index, 2020 = 100",United Kingdom
1976-04,124.43,"Index, 2020 = 100",United Kingdom
1976-05,122.63,"Index, 2020 = 100",United Kingdom
1976-06,120.25,"Index, 2020 = 100",United Kingdom
1976-07,121.06,"Index, 2020 = 100",United Kingdom
1976-08,122.01,"Index, 2020 = 100",United Kingdom
1976-09,118.16,"Index, 2020 = 100",United Kingdom
1976-10,112.88,"Index, 2020 = 100",United Kingdom
1976-11,113.16,"Index, 2020 = 100",United Kingdom
1976-12,115.81,"Index, 2020 = 100",United Kingdom
1977-01,120.04,"Index, 2020 = 100",United Kingdom
1977-02,119.71,"Index, 2020 = 100",United Kingdom
1977-03,120.13,"Index, 2020 = 100",United Kingdom
1977-04,121.16,"Index, 2020 = 100",United Kingdom
1977-05,121.28,"Index, 2020 = 100",United Kingdom
1977-06,121.88,"Index, 2020 = 100",United Kingdom
1977-07,119.66,"Index, 2020 = 100",United Kingdom
1977-08,121.47,"Index, 2020 = 100",United Kingdom
1977-09,121.98,"Index, 2020 = 100",United Kingdom
1977-10,121.79,"Index, 2020 = 100",United Kingdom
1977-11,124.13,"Index, 2020 = 100",United Kingdom
1977-12,123.95,"Index, 2020 = 100",United Kingdom
1978-01,126.22,"Index, 2020 = 100",United Kingdom
1978-02,126.18,"Index, 2020 = 100",United Kingdom
1978-03,122.57,"Index, 2020 = 100",United Kingdom
1978-04,119.06,"Index, 2020 = 100",United Kingdom
1978-05,118.63,"Index, 2020 = 100",United Kingdom
1978-06,118.85,"Index, 2020 = 100",United Kingdom
1978-07,119.67,"Index, 2020 = 100",United Kingdom
1978-08,120.06,"Index, 2020 = 100",United Kingdom
1978-09,119.92,"Index, 2020 = 100",United Kingdom
1978-10,118.12,"Index, 2020 = 100",United Kingdom
1978-11,119.17,"Index, 2020 = 100",United Kingdom
1978-12,120.35,"Index, 2020 = 100",United Kingdom
1979-01,120.43,"Index, 2020 = 100",United Kingdom
1979-02,120.71,"Index, 2020 = 100",United Kingdom
1979-03,122.73,"Index, 2020 = 100",United Kingdom
1979-04,127.07,"Index, 2020 = 100",United Kingdom
1979-05,127.14,"Index, 2020 = 100",United Kingdom
1979-06,130.38,"Index, 2020 = 100",United Kingdom
1979-07,139.59,"Index, 2020 = 100",United Kingdom
1979-08,139.27,"Index, 2020 = 100",United Kingdom
1979-09,135.42,"Index, 2020 = 100",United Kingdom
1979-10,133.33,"Index, 2020 = 100",United Kingdom
1979-11,132.98,"Index, 2020 = 100",United Kingdom
1979-12,134.92,"Index, 2020 = 100",United Kingdom
1980-01,137.35,"Index, 2020 = 100",United Kingdom
1980-02,139.85,"Index, 2020 = 100",United Kingdom
1980-03,140.65,"Index, 2020 = 100",United Kingdom
1980-04,145.26,"Index, 2020 = 100",United Kingdom
1980-05,145.45,"Index, 2020 = 100",United Kingdom
1980-06,145.8,"Index, 2020 = 100",United Kingdom
1980-07,146.8,"Index, 2020 = 100",United Kingdom
1980-08,148.62,"Index, 2020 = 100",United Kingdom
1980-09,149.63,"Index, 2020 = 100",United Kingdom
1980-10,151.93,"Index, 2020 = 100",United Kingdom
1980-11,154.63,"Index, 2020 = 100",United Kingdom
1980-12,153.69,"Index, 2020 = 100",United Kingdom
1981-01,157.14,"Index, 2020 = 100",United Kingdom
1981-02,156.85,"Index, 2020 = 100",United Kingdom
1981-03,154.29,"Index, 2020 = 100",United Kingdom
1981-04,156.31,"Index, 2020 = 100",United Kingdom
1981-05,156.61,"Index, 2020 = 100",United Kingdom
1981-06,151.75,"Index, 2020 = 100",United Kingdom
1981-07,146.67,"Index, 2020 = 100",United Kingdom
1981-08,145.59,"Index, 2020 = 100",United Kingdom
1981-09,139.88,"Index, 2020 = 100",United Kingdom
1981-10,139.28,"Index, 2020 = 100",United Kingdom
1981-11,141.86,"Index, 2020 = 100",United Kingdom
1981-12,143.12,"Index, 2020 = 100",United Kingdom
1982-01,142.86,"Index, 2020 = 100",United Kingdom
1982-02,142.84,"Index, 2020 = 100",United Kingdom
1982-03,142.53,"Index, 2020 = 100",United Kingdom
1982-04,143.47,"Index, 2020 = 100",United Kingdom
1982-05,143.17,"Index, 2020 = 100",United Kingdom
1982-06,144.19,"Index, 2020 = 100",United Kingdom
1982-07,143.88,"Index, 2020 = 100",United Kingdom
1982-08,143.8,"Index, 2020 = 100",United Kingdom
1982-09,143.52,"Index, 2020 = 100",United Kingdom
1982-10,144.33,"Index, 2020 = 100",United Kingdom
1982-11,140.29,"Index, 2020 = 100",United Kingdom
1982-12,134.2,"Index, 2020 = 100",United Kingdom
1983-01,128.38,"Index, 2020 = 100",United Kingdom
1983-02,126.56,"Index, 2020 = 100",United Kingdom
1983-03,123.6,"Index, 2020 = 100",United Kingdom
1983-04,129.61,"Index, 2020 = 100",United Kingdom
1983-05,132.82,"Index, 2020 = 100",United Kingdom
1983-06,133.06,"Index, 2020 = 100",United Kingdom
1983-07,132.46,"Index, 2020 = 100",United Kingdom
1983-08,133.3,"Index, 2020 = 100",United Kingdom
1983-09,132.9,"Index, 2020 = 100",United Kingdom
1983-10,130.17,"Index, 2020 = 100",United Kingdom
1983-11,130.8,"Index, 2020 = 100",United Kingdom
1983-12,129.29,"Index, 2020 = 100",United Kingdom
1984-01,127.22,"Index, 2020 = 100",United Kingdom
1984-02,127.07,"Index, 2020 = 100",United Kingdom
1984-03,124.75,"Index, 2020 = 100",United Kingdom
1984-04,124.74,"Index, 2020 = 100",United Kingdom
1984-05,125.4,"Index, 2020 = 100",United Kingdom
1984-06,123.98,"Index, 2020 = 100",United Kingdom
1984-07,122.24,"Index, 2020 = 100",United Kingdom
1984-08,122.67,"Index, 2020 = 100",United Kingdom
1984-09,121.08,"Index, 2020 = 100",United Kingdom
1984-10,118.83,"Index, 2020 = 100",United Kingdom
1984-11,118.77,"Index, 2020 = 100",United Kingdom
1984-12,116.77,"Index, 2020 = 100",United Kingdom
1985-01,112.58,"Index, 2020 = 100",United Kingdom
1985-02,112.37,"Index, 2020 = 100",United Kingdom
1985-03,115.36,"Index, 2020 = 100",United Kingdom
1985-04,122.87,"Index, 2020 = 100",United Kingdom
1985-05,123.99,"Index, 2020 = 100",United Kingdom
1985-06,125.59,"Index, 2020 = 100",United Kingdom
1985-07,129.62,"Index, 2020 = 100",United Kingdom
1985-08,127.61,"Index, 2020 = 100",United Kingdom
1985-09,127.08,"Index, 2020 = 100",United Kingdom
1985-10,125.33,"Index, 2020 = 100",United Kingdom
1985-11,124.99,"Index, 2020 = 100",United Kingdom
1985-12,123.28,"Index, 2020 = 100",United Kingdom
1986-01,118.79,"Index, 2020 = 100",United Kingdom
1986-02,115.51,"Index, 2020 = 100",United Kingdom
1986-03,116.07,"Index, 2020 = 100",United Kingdom
1986-04,119.7,"Index, 2020 = 100",United Kingdom
1986-05,119.88,"Index, 2020 = 100",United Kingdom
1986-06,119.27,"Index, 2020 = 100",United Kingdom
1986-07,116.31,"Index, 2020 = 100",United Kingdom
1986-08,112.01,"Index, 2020 = 100",United Kingdom
1986-09,110.68,"Index, 2020 = 100",United Kingdom
1986-10,106.52,"Index, 2020 = 100",United Kingdom
1986-11,107.58,"Index, 2020 = 100",United Kingdom
1986-12,107.42,"Index, 2020 = 100",United Kingdom
1987-01,107.11,"Index, 2020 = 100",United Kingdom
1987-02,107.41,"Index, 2020 = 100",United Kingdom
1987-03,111.34,"Index, 2020 = 100",United Kingdom
1987-04,112.66,"Index, 2020 = 100",United Kingdom
1987-05,114.39,"Index, 2020 = 100",United Kingdom
1987-06,112.9,"Index, 2020 = 100",United Kingdom
1987-07,112.63,"Index, 2020 = 100",United Kingdom
1987-08,112.03,"Index, 2020 = 100",United Kingdom
1987-09,112.99,"Index, 2020 = 100",United Kingdom
1987-10,113.85,"Index, 2020 = 100",United Kingdom
1987-11,116.48,"Index, 2020 = 100",United Kingdom
1987-12,116.94,"Index, 2020 = 100",United Kingdom
1988-01,115.3,"Index, 2020 = 100",United Kingdom
1988-02,114.7,"Index, 2020 = 100",United Kingdom
1988-03,117.94,"Index, 2020 = 100",United Kingdom
1988-04,121.27,"Index, 2020 = 100",United Kingdom
1988-05,121.79,"Index, 2020 = 100",United Kingdom
1988-06,119.24,"Index, 2020 = 100",United Kingdom
1988-07,118.31,"Index, 2020 = 100",United Kingdom
1988-08,119.8,"Index, 2020 = 100",United Kingdom
1988-09,118.35,"Index, 2020 = 100",United Kingdom
1988-10,119.53,"Index, 2020 = 100",United Kingdom
1988-11,120.74,"Index, 2020 = 100",United Kingdom
1988-12,121.9,"Index, 2020 = 100",United Kingdom
1989-01,121.96,"Index, 2020 = 100",United Kingdom
1989-02,121.39,"Index, 2020 = 100",United Kingdom
1989-03,119.75,"Index, 2020 = 100",United Kingdom
1989-04,119.88,"Index, 2020 = 100",United Kingdom
1989-05,118.55,"Index, 2020 = 100",United Kingdom
1989-06,115.08,"Index, 2020 = 100",United Kingdom
1989-07,116.14,"Index, 2020 = 100",United Kingdom
1989-08,115.45,"Index, 2020 = 100",United Kingdom
1989-09,115.09,"Index, 2020 = 100",United Kingdom
1989-10,113.55,"Index, 2020 = 100",United Kingdom
1989-11,111.73,"Index, 2020 = 100",United Kingdom
1989-12,110.09,"Index, 2020 = 100",United Kingdom
1990-01,111.3,"Index, 2020 = 100",United Kingdom
1990-02,113.81,"Index, 2020 = 100",United Kingdom
1990-03,110.71,"Index, 2020 = 100",United Kingdom
1990-04,112.52,"Index, 2020 = 100",United Kingdom
1990-05,114.49,"Index, 2020 = 100",United Kingdom
1990-06,117.41,"Index, 2020 = 100",United Kingdom
1990-07,120.76,"Index, 2020 = 100",United Kingdom
1990-08,123.58,"Index, 2020 = 100",United Kingdom
1990-09,122.17,"Index, 2020 = 100",United Kingdom
1990-10,123.37,"Index, 2020 = 100",United Kingdom
1990-11,122.91,"Index, 2020 = 100",United Kingdom
1990-12,121.82,"Index, 2020 = 100",United Kingdom
1991-01,121.74,"Index, 2020 = 100",United Kingdom
1991-02,121.84,"Index, 2020 = 100",United Kingdom
1991-03,120.51,"Index, 2020 = 100",United Kingdom
1991-04,123.47,"Index, 2020 = 100",United Kingdom
1991-05,122.98,"Index, 2020 = 100",United Kingdom
1991-06,121.23,"Index, 2020 = 100",United Kingdom
1991-07,120.61,"Index, 2020 = 100",United Kingdom
1991-08,121.64,"Index, 2020 = 100",United Kingdom
1991-09,122.26,"Index, 2020 = 100",United Kingdom
1991-10,121.53,"Index, 2020 = 100",United Kingdom
1991-11,122.01,"Index, 2020 = 100",United Kingdom
1991-12,122.44,"Index, 2020 = 100",United Kingdom
1992-01,121.15,"Index, 2020 = 100",United Kingdom
1992-02,121.16,"Index, 2020 = 100",United Kingdom
1992-03,120.24,"Index, 2020 = 100",United Kingdom
1992-04,122.73,"Index, 2020 = 100",United Kingdom
1992-05,124.63,"Index, 2020 = 100",United Kingdom
1992-06,124.48,"Index, 2020 = 100",United Kingdom
